SMILES,SPLIT,plogP
COc1cc(NS(=O)(=O)N(C)C)c(OC)cc1Cl,train,-0.5700597795107358
Cc1ccc(C(=O)Nc2nc(-c3ccc(F)cc3)cs2)o1,train,2.143744841106293
O=C(c1ccc2c(c1)OCO2)n1cnc2ccccc21,train,0.3195946348562808
CCC1CCc2c(sc(NC(=O)c3cccs3)c2C(N)=O)C1,train,0.874505333680486
CC(C)NC(=O)c1c(NC(=O)c2ccccc2F)sc2c1CCC2,train,1.6827952097872503
COc1ccc2nc(NS(=O)(=O)c3ccc(F)cc3)sc2c1,train,1.3388855758157252
Nc1ncc(-c2nnnn2-c2ccccc2)c(-c2ccccc2)n1,train,0.19788041377813048
Cc1nc(N)ncc1-c1nnnn1-c1ccc(Cl)cc1,train,-0.697977171909657
COc1ccc2nc(NS(C)(=O)=O)sc2c1,train,-0.33528029353015154
CC(C)C(=O)Nc1ccc(-c2nc3ncccc3o2)cc1,train,1.4498709949524473
Cc1ccc(-c2nc3ncccc3o2)cc1NC(=O)C(C)C,train,1.6353482557164698
COc1ccc2nc(NS(=O)(=O)Cc3ccccc3)sc2c1,train,1.2552766428132438
COC(=O)C1=C(C)NC(=O)NC1c1ccc(OC(F)F)c(OC)c1,train,-0.6704794252052357
COc1ccc(CC(=O)Nc2cc(C)on2)cc1OC,train,0.3005717870261444
CC1(O)N(Cc2ccccn2)C(=O)OC12CCCCC2,train,-1.1444239615216523
O=C(NCC1OCCc2ccccc21)c1ccc(Br)cc1,train,1.028997697046961
O=C(NCC1OCCc2ccccc21)c1ccccc1Cl,train,0.938651290993997
Cc1cc(C)nc(NC(=O)C(C)Oc2ccccc2)n1,train,0.18311096885404066
COc1ccc(C(=O)Nc2sc3c(c2C#N)CC(C)(C)OC3)cc1,train,1.3679843946322574
Clc1cccc(Nc2nc3nonc3n3nnnc23)c1,train,-1.4144676858738359
CC(C)(C)C(=O)Nc1ncnc2sc3c(c12)CCCC3,train,1.1220578309821905
Cc1ccc(S(=O)(=O)NCC2CCCO2)cc1,train,-0.8237294604522225
Cc1cc(C)n(-c2nc3c(c(=O)n(C)c(=O)n3C)n2C)n1,train,-2.7880668072453574
CCn1c(-c2nonc2NC(C)=O)nc2ccccc21,train,-0.2989538520715991
Cc1nc(N)ncc1-c1nnnn1-c1ccc(Br)cc1,train,-0.6540342569298996
Cc1nc(N)ncc1-c1nnnn1-c1ccc(-c2ccccc2)cc1,train,0.4386186057622421
Cc1ccc(-n2nnnc2-c2cnc(N)nc2-c2ccccc2)cc1,train,0.4569410504408502
Nc1ncc(-c2nnnn2-c2ccc(Cl)cc2)c(-c2ccccc2)n1,train,0.7885395962785751
COc1ccc(-n2nnnc2-c2cnoc2-c2ccccc2)cc1,train,0.6812797637239596
Cc1c(-c2nnnn2-c2ccc(Cl)cc2)cnn1-c1ccccc1,train,1.296367415790204
CC(C)CC(=O)N1CCN(C(=O)c2ccco2)CC1,train,-0.36940032233438647
Cc1ccc(-n2nnnc2-c2cnn(-c3ccccc3)c2C)cc1,train,0.9653423608451481
O=C(c1ccncc1)N1CCN(C(=O)c2ccc(F)cc2)CC1,train,0.05400078646672557
O=C(CCC1CCCC1)N1CCN(C(=O)c2cccc(F)c2)CC1,train,1.1516257244380776
COc1cccc(C(=O)N2CCN(C(=O)c3ccc(F)cc3)CC2)c1,train,0.7535484387962716
COc1cccc(OC)c1C(=O)N1CCN(C(=O)C2CC2)CC1,train,-0.5224481864353738
O=C(c1ccncc1)N1CCN(C(=O)c2ccccc2F)CC1,train,0.0021028843688231103
O=C(c1cccnc1)N1CCN(C(=O)c2ccco2)CC1,train,-0.6640398373300267
COc1ccc(C(=O)N2CCN(C(=O)Cc3ccccc3)CC2)cc1,train,0.581602609977204
O=C(COc1ccccc1)N1CCN(C(=O)c2ccccc2F)CC1,train,0.45686222536182086
CC(=O)Nc1ccc(S(=O)(=O)N2CCCCC2)cc1,train,0.16777543963948705
N#Cc1ccc(-c2c(C#N)c(N)n(N)c(=O)c2C#N)cc1,train,-2.2894445111204287
O=C(NC1CC1)C1CC=CCC1C(=O)OCC(F)(F)C(F)F,train,-1.260502460853357
CCC(C)OC(=O)C1=C(C)NC(=O)NC1c1ccc(OC)cc1,train,-0.2733494223658921
COC(=O)c1cc(=O)n2c(c1C(=O)c1cccs1)SCC2,train,-0.8100557455951423
COc1cccc(NC(=O)c2sc(C)nc2C)c1,train,1.224128881700393
COc1ccc(NC(=O)c2sc(C)nc2C)cc1,train,1.2922187278542392
Cc1nc(C)c(C(=O)Nc2cccc3ccccc23)s1,train,2.3410966742441914
Cc1nc(C)c(C(=O)Nc2ccc3c4c(cccc24)CC3)s1,train,2.038804554901156
CC(=O)c1cccc(NC(=O)COc2ccc(C)cc2)c1,train,1.6808247498416256
Cc1ccc(OCC(=O)Nc2ccc(S(N)(=O)=O)cc2)cc1,train,0.04503825693682573
Cc1ccc(OCC(=O)Nc2ccccc2C#N)cc1,train,1.2414672005599785
Cc1ccc(OCC(=O)Nc2cccc(C#N)c2)cc1,train,1.2522477673615997
Cc1nc(-c2ccccc2)sc1C(=O)Nc1ccncc1,train,1.8759367830987284
CCC(=O)Nc1ccc(-c2cn3ccccc3n2)cc1,train,1.4043770428048514
O=C(Nc1nc(-c2cccs2)cs1)c1ccncc1,train,1.4714524301018574
Cc1csc(NC(=O)c2ccccc2Cl)n1,train,1.6355576784978236
Cc1ccc(-c2nnc(NC(=O)c3ccco3)s2)cc1,train,1.3786742311337612
COc1ccc(-c2nnc(NC(=O)c3cccs3)s2)cc1OC,train,1.4717881990541404
CC(C)(C)C(=O)Nc1nnc(-c2ccncc2)s1,train,0.3379334970850101
CSc1nc2ccccc2c(=O)n1CC(=O)C(C)(C)C,train,0.5109431789675369
CC1=C(C(=O)OCC2CCCO2)C(c2ccc(O)cc2)NC(=O)N1,train,-1.3493531838281039
Cc1cccc(-n2c(O)cnc2Nc2nc(C)cc(C)n2)c1,train,0.4039291986445104
CSc1c(-c2ccccc2)c(N)nn1S(=O)(=O)c1ccccc1,train,0.6835456708131495
Cc1cc(C)nc(Nc2ncc(O)n2-c2ccccc2C)n1,train,0.4334371390911613
COc1ccc(-n2c(O)cnc2Nc2nc(C)cc(C)n2)cc1OC,train,0.12859228030687486
Cc1cc(C)nc(Nc2ncc(O)n2-c2ccc(F)cc2)n1,train,0.2703389753194472
CCOC(=O)c1cnc(C)c(C(=O)OC)c1C(F)(F)F,train,-0.06808011491806454
Cc1cc(C)nc(NC2=NCC(=O)N2c2ccccc2Cl)n1,train,-0.08577789812968284
CSc1ccc(NC(=O)NCc2cccnc2)cc1,train,1.3063530145174411
CCc1nnc(NC(=O)CSc2nc3ccccc3[nH]2)s1,train,0.47912611475068
CCc1nnc(NC(=O)CSc2nc3ccccc3o2)s1,train,0.7146087124808203
COc1ccc(S(=O)(=O)NCc2ccccc2)cc1OC,train,0.5782529897373205
CCOC(=O)CCSc1nc(C)c2ccccc2n1,train,0.9116684923729208
CCOC(=O)CSc1nc(C)c2ccccc2n1,train,0.5875439405239229
COc1ccc(C(=O)NCc2csc3ccccc23)cc1,train,2.0826084602740123
O=C(NCc1csc2ccccc12)c1ccccc1,train,2.1322092982337253
O=C(NCc1csc2ccccc12)c1cccs1,train,1.8834034419326153
O=C(NCc1csc2ccccc12)c1ccco1,train,1.4062012648643991
COc1ccc(-n2c(Nc3nc(C)cc(C)n3)nc(C)cc2=O)cc1,train,0.3412232693178634
CCOC(=O)N1CCN(C2=CC(=O)OC23CCCCC3)CC1,train,-1.2489747797544672
CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,train,1.17352406082962
Cc1nc(NC(=O)c2cnccn2)ccc1Br,train,-0.08623888953286496
CCOC(=O)Nc1cc(OC)c(OC)cc1C(=O)OC,train,0.19530984563420262
COc1cc2[nH]c(=O)n(CCO)c(=O)c2cc1OC,train,-2.4328382926369416
O=C(Nc1ccc2c(c1)OCCO2)c1cnccn1,train,-0.5180827347333086
COc1ccc(Cn2c(=O)[nH]c3cc(OC)c(OC)cc3c2=O)cc1,train,-0.20696640101180797
Cn1cnnc1SCC(=O)Nc1ccccc1C#N,train,-0.7221048409604154
Cc1cc(NC(=O)CSc2nc3ccccc3o2)no1,train,0.6687026130966265
O=C(Nn1c(C2CCCCC2)nc2ccccc2c1=O)c1cccnc1,train,0.951265044949297
COc1cc(NC(=O)c2ccc3c(c2)OCO3)c2ncccc2c1,train,1.1772977454605318
O=C(Nn1cnc2ccccc2c1=O)c1ccc(F)cc1,train,-0.011172851201400213
Cc1c(NC(=O)c2cc(F)cc(F)c2)c(=O)n(-c2ccccc2)n1C,train,0.9103791317163354
CC(C)(C)c1ccc(C(=O)Nn2nnc3ccccc3c2=O)cc1,train,0.2408747735071115
COc1cccc(C2NC(=O)NC(C)=C2C(=O)OCC(C)C)c1OC,train,-0.24633439759373843
Cc1ccc(NC(=O)c2nn(C)cc2Br)c(C)c1,train,1.0038156258134245
O=C(Nc1ccc(F)c(F)c1F)c1cnccn1,train,0.05366026631577636
O=C(Nc1ccc(Oc2ccccc2)cc1)c1cnccn1,train,1.7934510806830657
COc1cc(NC(=O)c2cnccn2)cc(OC)c1,train,-0.1815335589091327
CC1=C(C(=O)OCc2ccccc2)C(c2ccc(O)cc2)NC(=O)N1,train,0.2490787373243668
Cc1c(NC(=O)C2CC2)c(=O)n(-c2ccccc2)n1C,train,-0.14101257860822036
N#Cc1cc2c(nc1SCC(=O)N1CCOCC1)CCC2,train,-1.0653151967247287
N#Cc1cc2c(nc1SCC(=O)N1CCOCC1)CCCCC2,train,-1.2774666616075887
O=C(OCCn1ncc2ccccc2c1=O)c1ccc(F)cc1Cl,train,0.934358146236228
O=c1c2ccccc2cnn1CCc1ccccc1,train,0.8886683641677902
O=C(OCCn1ncc2ccccc2c1=O)c1cccs1,train,0.14983935560818384
CCN(CC)C(=O)CSc1nc(C)cc(C)n1,train,-0.12434731762651108
Cc1cc(C)nc(SCC(=O)N2CCOCC2)n1,train,-1.0942039327792443
Cn1c(=O)c2c(-c3ccccc3)ccnc2n(C)c1=O,train,-0.7153921690178118
Cn1c(=O)sn(-c2cccc3ccccc23)c1=O,train,-0.8399000413765307
CCOC(=O)C1CCN(S(=O)(=O)c2ccc(F)cc2)CC1,train,-0.01702823581678481
COc1ccc(CCC(=O)C2(O)CCCCC2)cc1,train,0.6840869539113825
CCOC(=O)COc1ccc2c(C)cc(=O)oc2c1C,train,0.23460042838478667
CN1C(=O)C(O)(CC(=O)c2ccc(N)cc2)c2ccccc21,train,-0.8947991897706806
O=C1CN(c2ccc(OC(F)(F)F)cc2)C(=O)CN1CC1CC1,train,-0.27266065209471346
O=C1c2ccccc2NC(c2ccc(F)cc2)N1Cc1ccco1,train,1.5545874217939213
O=C1c2ccccc2NC(c2cccc(F)c2)N1Cc1ccco1,train,1.5036830261895258
COc1ccc(C2Nc3ccccc3C(=O)N2Cc2ccco2)cc1,train,1.4466883694055808
O=C1c2ccccc2NC(c2cccc(O)c2)N1Cc1ccco1,train,1.0153107184972177
C=C(C)c1nc2ccc(Br)cc2c(=O)o1,train,0.4075498080253537
COc1ccc2c(c1)CCC(C1(O)C(=O)Nc3ccccc31)C2=O,train,-0.860743455321316
CCC(=O)Nc1ccc(C(=O)Nc2c[nH]c(=O)[nH]c2=O)cc1,train,-1.4109485778677158
CC(=O)Oc1ccc(-c2nc3ccc(OC(C)=O)cc3c(=O)o2)cc1,train,0.5383773352519281
CCOC(=O)c1cnc2sc3ccccc3n2c1=O,train,-0.15117714865272358
O=C(COc1ccc(Cl)cc1)Nc1c[nH]c(=O)[nH]c1=O,train,-1.3277149712156149
c1ccc(-c2onc3cc4c(cc23)OCCO4)cc1,train,1.0813413398762943
COC(=O)CSc1nc2c(c(=O)n(C)c(=O)n2C)n1C,train,-3.178100410776053
CC(C)c1ccc(OCC(=O)Nc2c[nH]c(=O)[nH]c2=O)cc1,train,-0.9312109990530884
COc1ccccc1OCC(=O)Nc1c[nH]c(=O)[nH]c1=O,train,-1.9714940767555083
Cn1c(NCc2ccc(F)cc2)cc(=O)n(C)c1=O,train,-1.289969949441677
CC(C)(C)OC(=O)N1CC(O)CC1C(=O)Nc1ccc(F)cc1,train,-0.6112438924119763
Cc1cc(C)n(C(=O)CCC(=O)Nc2ccc(Cl)cc2Cl)n1,train,1.7031535658901698
O=C(NC1CCCCC1NC(=O)c1cccs1)c1cccs1,train,0.37520586704755843
COc1ccc(C(=O)COc2cc(=O)oc3ccccc23)cc1,train,1.1588881990541395
CCC(=O)Oc1ccc2c(C)cc(=O)oc2c1C(C)=O,train,0.23717087127522962
O=C(NC1CCCCC1NC(=O)c1ccco1)c1ccco1,train,-0.5856051906447508
COc1cc2c(cc1C)C(=O)C(C1(O)C(=O)Nc3ccccc31)CC2,train,-0.6675331932610096
COc1ccc2c(c1)C(=O)C(C1(O)C(=O)Nc3ccccc31)CC2,train,-0.8755079349593249
COc1ccc2c(c1)CC(C1(O)C(=O)N(C)c3ccccc31)C2=O,train,-1.3127178019141421
O=C(NC1CCCCC1NC(=O)C1CC1)C1CC1,train,-1.4323125479114478
COc1cccc(-c2nc3cc(NC(=O)c4cccnc4)ccc3o2)c1,train,2.168287919443225
CCOC(=O)N1CCN(C(=O)c2cncc(Br)c2)CC1,train,-0.28697760857825116
COc1cccc(C2NC(=O)NC(C)=C2C(=O)Nc2ccccc2)c1,train,0.5376946636515632
Cc1ccc(C(=O)NCC2CCCO2)cc1Br,train,0.3075340010862391
COc1ccccc1NC(=O)C1=C(C)NC(=O)NC1c1cccs1,train,0.37187521106347354
COc1ccccc1NC(=O)C1=C(C)NC(=O)NC1c1ccco1,train,-0.11500352196819996
CC1=C(C(=O)Nc2ccccc2)C(c2ccccc2F)NC(=O)N1,train,0.6488261160408486
CC1=C(C(=O)Nc2ccccc2C)C(c2ccccc2)NC(=O)N1,train,0.8751393287105333
COc1ccc(-c2csc(Nc3ncccn3)n2)cc1C,train,1.5210635170205435
O=c1oc2ccccc2cc1-c1csc(Nc2ncccn2)n1,train,1.131535113903996
COc1ccc(NC(=O)C2=C(C)NC(=O)NC2c2cccs2)cc1,train,0.41008245088247897
CC1=C(C(=O)Nc2ccccc2)C(c2ccc(C)cc2)NC(=O)N1,train,0.8868067495250127
CC(=O)Oc1ccc(C(=O)Nc2nc3c(s2)CCCC3)cc1,train,1.1429832362198376
CC1=C(C(=O)Nc2ccccc2C)C(c2ccc(F)cc2)NC(=O)N1,train,0.9412762423545482
CC1=C(C(=O)Nc2ccccc2)C(c2ccc(F)cc2)NC(=O)N1,train,0.69786389884628
COC(=O)C1=C(C)Nc2ncnn2C1c1cccc(OC)c1OC,train,-1.3970123387440494
CC1=C(C(=O)Nc2ccccc2Cl)C(c2cccs2)NC(=O)N1,train,0.9940957359884655
CCOC(=O)C1=C(C)Nc2ncnn2C1c1sccc1C,train,-0.9355603289004195
CCOC(=O)C1=C(C)Nc2ncnn2C1c1cccc(OC)c1OC,train,-0.9870389224806182
CCOC(=O)C1=C(C)Nc2ncnn2C1c1ccc(C#N)cc1,train,-1.172458110165382
O=S(=O)(c1ccc(-c2cn3ccccc3n2)cc1)N1CCOCC1,train,-0.12523939739661216
Cc1cccn2cc(-c3ccc(S(=O)(=O)N(C)C)cc3)nc12,train,0.4323266554235863
Cc1ccn2cc(-c3ccc(S(=O)(=O)N(C)C)cc3)nc2c1,train,0.36262375504527444
N#Cc1nc(-c2ccccc2)oc1NCC1CCCO1,train,0.024185644771343107
CCOC(=O)C1=C(C)Nc2nnnn2C1c1ccc(C(=O)OC)cc1,train,-1.7183536477553425
COC(=O)c1sc(NC(=O)c2ccc(OC)cc2)nc1C,train,0.7011694830161046
COC(=O)c1sc(NC(=O)c2ccc(Cl)cc2)nc1C,train,1.3295990297833882
COC(=O)c1sc(NC(=O)c2ccccc2Cl)nc1C,train,1.2817290997134592
COC(=O)c1sc(NC(=O)COc2ccc(Cl)cc2)nc1C,train,1.0071188370124853
CCOC(=O)C1=C(C)Nc2nnnn2C1c1ccccn1,train,-2.3572613067361434
CCOC(=O)c1sc(NC(=O)c2cccs2)nc1C,train,0.8693193873898526
CCOC(=O)C1=C(C)Nc2nnnn2C1c1ccccc1OCC,train,-1.1483299925564356
CCOC(=O)C1=C(C)Nc2nnnn2C1c1cccs1,train,-1.7384504452581637
CCOC(=O)C1=C(C)Nc2nnnn2C1c1sccc1C,train,-1.5423767565405775
COC(=O)C1=C(C)Nc2nnnn2C1c1ccc(C(C)C)cc1,train,-0.8446863535085773
COC(=O)C1=C(C)Nc2nnnn2C1c1ccccn1,train,-2.790743562667071
CCOc1ccccc1C1C(C(=O)OC)=C(C)Nc2nnnn21,train,-1.558596571703844
Cc1nc(C#N)c(NCc2ccc3c(c2)OCO3)o1,train,-0.32267845401402884
CCOc1ccc(-c2nc3sc(=Cc4ccco4)c(=O)n3n2)cc1,train,0.006600163042948637
COc1ccc(-c2nc3sc(=Cc4ccco4)c(=O)n3n2)cc1,train,-0.3533490726294026
COc1ccc(-c2nc3sc(=Cc4ccc(C)o4)c(=O)n3n2)cc1,train,-0.06242250298667429
COc1ccc(-c2cn3cccnc3n2)cc1Br,train,0.8929970000435903
Cc1cc(NC(=O)C(C)NC(=O)c2ccc(C(C)(C)C)cc2)no1,train,0.5691308706527538
CCC(Sc1nc2ccccc2o1)C(=O)Nc1nnc(C)s1,train,0.6285177477180612
Cc1cc(NC(=O)CSc2nncn2C)ccc1Cl,train,0.4596185165625659
CC(=O)Oc1ccc2c(=O)c(-c3nc4ccccc4[nH]3)c(C)oc2c1,train,1.2125776478970325
CC(=O)Nc1sc2c(c1C(=O)Nc1ccc(C)cc1)CCCC2,train,2.1657559666711395
COC(=O)c1c(C)oc2ccc(OCC(N)=O)cc12,train,-0.7101694760688959
CCOC(=O)c1c(C)oc2ccc(OCC(N)=O)cc12,train,-0.3157274037830462
CCOC(=O)c1c(C)oc2ccc(OC(=O)N3CCOCC3)cc12,train,0.48460190189233554
Cc1ccc(-n2nc(C)c3c(C)cc(=O)oc32)cc1C,train,0.8117920367763958
O=c1c2ccccc2nnn1-c1ccc(Br)cc1,train,0.6974925621737675
COc1cccc(C2C(C(N)=O)=C(C)Nc3ncnn32)c1,train,-2.123790368013849
CC1(C)N=C(N)N=C(N)N1c1c(Cl)cccc1Cl,train,-0.7018817721457609
CC1(C)N=C(N)N=C(N)N1c1ccccc1C(F)(F)F,train,-0.8989809622999998
CCc1cccc(CC)c1N1C(N)=NC(N)=NC1(C)C,train,-0.8884645133401554
Cc1cc(C)c(N2C(N)=NC(N)=NC2(C)C)c(C)c1,train,-1.0694187896783636
N#Cc1nc(-c2ccccc2)oc1N1CCOCC1,train,-0.14940300945858276
COC(=O)c1nc(-c2ccccc2)oc1N1CCCCC1,train,0.943599380828867
Cc1cn(-c2nc(-c3ccccc3)oc2-c2ccccc2)c(=O)[nH]c1=O,train,0.7721240489978793
COC(=O)c1ccc(NC(C)=O)c(NC(C)=O)c1,train,-0.38258754137653095
CC1=C(C(N)=O)C(c2sccc2C)n2ncnc2N1,train,-2.2227294019620176
Cc1cc(C)c(C(=O)CC2(O)C(=O)Nc3ccccc32)cc1C,train,0.2491896835793348
Cn1c(=O)c2c(nc(SCc3ccccc3F)n2C)n(C)c1=O,train,-0.9038485641826253
CC1=C(C(=O)OCC(C)C)C(c2cccc(O)c2)NC(=O)N1,train,-0.5520495050291925
O=c1nc2n(-c3ccccc3F)c3ccccc3cc-2c(=O)[nH]1,train,0.01988610115203926
CC1=C(C(N)=O)C(c2cccc(Cl)c2Cl)NC(=O)N1,train,-0.7234597067515676
CC1=C(C(N)=O)C(c2ccc(Cl)c(Cl)c2)NC(=O)N1,train,-0.6410615167063196
CC1=C(C(N)=O)C(c2cccc(Br)c2)NC(=O)N1,train,-1.1936169270525616
CC1=C(C(N)=O)C(c2ccc(OCc3ccccc3)cc2)NC(=O)N1,train,-0.12868648477747513
CCOc1ccc(C2NC(=O)NC(C)=C2C(N)=O)cc1OC,train,-1.4606433511830401
CCOC(=O)c1cc2cc(Cl)cc(Cl)c2oc1=O,train,1.1040365363314777
CCOc1ccccc1C1NC(=O)NC(C)=C1C(N)=O,train,-1.4697227823947128
COC(=O)c1ccc(C2NC(=O)NC(C)=C2C(N)=O)cc1,train,-2.0325248290033513
CC1=C(C(N)=O)C(c2ccc3c(c2)OCO3)NC(=O)N1,train,-2.3141262838932137
O=C(NCc1ccc2c3c(cccc13)C(=O)N2)c1ccccc1,train,1.341783418759805
COc1ccc(C(=O)NCc2ccc3c4c(cccc24)C(=O)N3)cc1,train,1.3025756869002825
O=C(NCc1ccc2c3c(cccc13)C(=O)N2)c1ccc(F)cc1,train,1.416238099020017
COc1cccc(C(=O)NCc2ccc3c4c(cccc24)C(=O)N3)c1,train,1.2555699176695114
O=C1Nc2ccc(CNS(=O)(=O)c3ccccc3)c3cccc1c23,train,0.7273585003578082
O=C(NCc1ccc2c3c(cccc13)C(=O)N2)c1ccco1,train,0.6681800081978588
O=C(NCc1ccc2c3c(cccc13)C(=O)N2)c1cccs1,train,1.143886498582475
CCC(=O)Nc1nc2cc3sc(NC(=O)CC)nc3cc2s1,train,1.222345625443518
Fc1ccc(-c2csc(NCC3CCCO3)n2)cc1,train,1.0417059525890915
Cc1cc(=O)n2c(-c3ccc(Cl)cc3)csc2n1,train,1.160573804777318
CC(=O)Nc1nc(-c2ccc3ccccc3c2)cs1,train,2.11775399353842
CCOc1ccc(CC(=O)Nc2ccc(F)cc2)cc1OCC,train,2.1334740731800155
CCOc1ccc(CC(=O)Nc2ccccc2C#N)cc1OCC,train,1.6526612231593045
Cc1ccccc1NC(=O)C1C(=O)NC2(C)CC1c1ccccc1O2,train,-1.048482842296754
C=CCc1cccc2cc(C(=O)N(C)C)c(=O)oc12,train,-0.1694921387907904
C=CCn1c(SCC(N)=O)nc2sc(CC)cc2c1=O,train,-0.7617697814054245
CC(=O)Nc1ccc(NC(=O)Cc2cccc3ccccc23)cc1,train,2.343713015407979
NC(=O)CSc1nc2ccccc2c(=O)n1-c1ccc(Cl)cc1,train,0.7137360850143333
c1coc(CNc2nc(N3CCOCC3)nc3ccccc23)c1,train,0.4971408290328556
c1ccc(-c2cc3c(ncn4cnnc34)s2)cc1,train,0.501433291956805
O=C(CSc1nc2ccccc2[nH]1)Nc1ccccc1,train,1.5695117143869215
O=C(CSc1nc2ccccc2[nH]1)Nc1ccc(F)cc1,train,1.6337157742714892
COc1ccc(NC(=O)CSc2nc3ccccc3[nH]2)cc1,train,1.5186403447363217
CC(C)CSc1nc2ccccc2n1CC(N)=O,train,0.13216026631577682
CSc1nc2ccccc2c(=O)n1Cc1ccco1,train,0.7254849026293293
CSc1nc2ccccc2c(=O)n1-c1ccc(F)cc1,train,1.4180036378069447
COC(=O)C1=C(C)NC(=O)NC1c1ccc(F)c(Br)c1,train,-0.36489322528515533
CC(=O)Nc1ccc(-c2cn3ccccc3n2)cc1,train,1.049400427104854
Cc1nccn1CC(O)COc1ccc(Br)cc1,train,-0.16544465075742654
O=C(CCc1ccccc1)NCC1OCCc2ccccc21,train,0.6267200807696254
COc1cccc(CC(=O)NCC2COc3ccccc3O2)c1OC,train,-0.35854853786523133
Cc1ccc(S(=O)(=O)N(CCC(N)=O)Cc2ccccc2)cc1,train,0.2098809481800119
Cc1onc(-c2ccccc2)c1C(=O)OCC(=O)c1ccccc1,train,1.821716627448109
COc1ccc(C(=O)OCC(=O)c2ccccc2)cc1,train,1.2951032329486418
COc1cc(OC)cc(C(=O)OCC(=O)c2ccccc2)c1,train,1.0494696949224256
COc1cccc(C(=O)OCC(=O)c2ccccc2)c1OC,train,1.0474463698603884
CSc1nc(OC(=O)N(C)C)cc(-c2ccccc2)n1,train,0.6236787101030687
COc1cccc(C2NC(=O)c3ccccc3N2)c1OC,train,-0.06346746058229691
O=C(COC(=O)c1ccco1)c1ccc(Cl)cc1,train,1.1926519948225671
Nc1cc(NC(=O)c2ccccc2O)ccc1Cl,train,1.1585984201619315
CN(C)C(=O)Oc1ccc2c(-c3ccccc3)cc(=O)oc2c1,train,1.44080791933386
COc1cc(C(=O)Nc2ccccc2F)cc(OC)c1OC,train,1.4417573489923114
COc1cccc(OC)c1C(=O)Nc1c(C)cc(C)cc1C,train,2.037665873582476
COc1cccc(OC)c1C(=O)NCCc1ccccc1,train,1.0663017641832147
COc1ccc(-c2nc(NC(=O)c3cccnc3)sc2C)cc1,train,1.847040366886307
CC(C)(C)c1csc(NC(=O)c2cccnc2)n1,train,0.9887805740080857
CC(C)(C)c1ccc(S(=O)(=O)Nc2nccs2)cc1,train,1.2173043109133532
Cc1cc(Sc2nc(C)cc(C)c2C#N)nc(N)n1,train,-0.3095959257730385
c1ccc(-c2nnc(SCCC3OCCCO3)o2)cc1,train,0.5576211276854872
CCOC(=O)CSc1nnc(-c2ccccc2)o1,train,0.47630794678915134
CCOC(=O)CSc1nnc(-c2ccc(OC)cc2)o1,train,0.43781618841423064
COc1ccc(Nc2ncnc3c2cnn3C)cc1OC,train,0.04065330264475353
CC(Oc1ccc(Cl)cc1Cl)C(=O)Nc1nccs1,train,1.4169636604472702
Cc1cc(NC2CCCCC2)nc(N2CCOCC2)n1,train,0.1357834744912214
CC(Oc1ccc(Cl)cc1Cl)C(=O)Nc1cccnc1,train,1.5342418479749194
Cc1cc(N2CCCCC2)nc(N2CCOCC2)n1,train,-0.5189704270410007
Cc1cc(OCc2ccccc2)nc(N2CCOCC2)n1,train,0.17676744656534904
CC(=O)c1ccc(Oc2cc(C)nc(N3CCOCC3)n2)cc1,train,0.4741620452079838
COC(=O)c1ccc(Oc2cc(C)nc(N3CCOCC3)n2)cc1,train,0.07005174450496465
CC(C)(C)C(=O)Nc1ccc(S(N)(=O)=O)cc1,train,-0.48176763079160545
Cc1cc(Oc2ccccc2F)nc(N2CCOCC2)n1,train,0.39358394577211797
Cc1nc2ncccn2c1-c1csc(Nc2ccccc2)n1,train,1.5435669386712334
CCOC(=O)C(C)Oc1ccc(S(N)(=O)=O)cc1,train,-1.6015877276805033
Cc1nc2ccccn2c1-c1csc(NCc2ccco2)n1,train,1.476080903168275
Cc1ccn2c(-c3csc(NCc4ccco4)n3)c(C)nc2c1,train,1.6814652098045846
CC(=O)Nc1nc(C)c(-c2csc(NCc3ccccc3)n2)s1,train,1.9211256815716213
COC(=O)C1=C(C)NC(=O)NC1c1cccs1,train,-1.2632256265733355
COC(=O)C1=C(C)N(C)C(=O)NC1c1ccc(OC)cc1,train,-0.7091470962098276
Nc1ncnc(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1,train,0.7840826402056811
CCOC(=O)C1=C(C)NC(=O)NC1c1c(F)cccc1Cl,train,-0.05881673183735803
Nc1ncnc(Nc2cc(C(F)(F)F)ccc2Cl)n1,train,0.570801944049447
COC(=O)C1=C(C)NC(=O)NC1c1sccc1C,train,-1.1250765188892957
Cc1cccc(NS(=O)(=O)c2cccs2)c1C,train,1.2555415032658281
COc1ccc(C(=O)Nc2ccccc2C#N)cc1OC,train,1.163591399124547
CCOC(=O)C1=C(C)NC(=O)NC1c1ccc(OCC(N)=O)cc1,train,-1.8962155951890955
CCOC(=O)Cn1nc(-c2ccccc2)c2ccccc2c1=O,train,0.7626483389142775
CCOC(=O)c1cc2cc(Cl)ccc2oc1=O,train,0.6971316178321132
CCC(C)C(=O)Nc1ccc(S(=O)(=O)N2CCOCC2)cc1,train,-0.6409007030115395
CC(Oc1ccccc1)C(=O)NCCc1ccc(F)cc1,train,0.9245094624946271
Cc1cc(C)nc(NC(=O)COc2ccc(Cl)cc2)n1,train,0.9200555232898822
CCC1CCCCN1C(=O)c1c(-c2ccccc2)noc1C,train,1.5284628026631175
